Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	OPF	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	37635.176	834.5503	39080.574	36432.816	24.0	1769.3466	-0.3177145	0.0944528	-0.15469933	-0.5519852	360	1.622571e-07	420167780.0	0.0072433925	-48360736.0	-0.5810618	0.098478444	0.59444445	1.0	71.87647008895874
1	37510.45	897.672	39021.562	35942.86	24.0	1745.6785	1704.1981	723.0725	3199.4175	683.71466	720	1.0463926e-07	363434500.0	0.030302	-211178030.0	-0.5812614	0.12782106	0.62777776	1.0	133.29539799690247
2	37956.152	854.12665	38958.36	36165.91	24.0	1783.9576	13441.165	4942.058	26119.89	6800.8823	1080	1.7881394e-08	158247650.0	-0.028160742	-30001232.0	-0.5808612	0.07862459	0.40555555	5.0	196.92017698287964
3	37819.492	1004.25586	39504.664	36318.246	24.0	1748.5624	17428.342	6406.0913	31783.957	9136.583	1440	3.3113692e-09	144096160.0	-0.054995168	-36592816.0	-0.5800226	0.079651535	0.35277778	9.0	259.7869870662689
4	37910.87	849.22894	39552.95	36429.816	24.0	1762.9814	16293.02	4546.833	26033.295	8888.494	1800	3.741847e-08	103233780.0	-0.08724673	-36188444.0	-0.5804797	0.07586471	0.4138889	22.0	322.2299337387085
5	37952.945	987.1661	39751.42	36399.566	24.0	1766.9836	17275.973	4412.8477	26516.037	7704.9756	2160	-2.0861625e-08	60894600.0	-0.10064346	-36826620.0	-0.5841349	0.07625695	0.53055555	35.0	390.19598388671875
6	37463.918	685.25665	39100.086	36319.76	24.0	1720.0413	18906.23	7021.359	34926.805	4954.408	2520	-3.1458008e-08	26323016.0	-0.063108325	-13016477.0	-0.5998372	0.076055095	0.47777778	6.0	450.2823598384857
7	37742.777	800.4999	39343.04	36728.25	24.0	1732.9635	17776.965	9280.659	40107.863	2326.689	2880	5.6293277e-09	19859612.0	-0.06136378	-5429415.0	-0.6001584	0.08365649	0.5083333	10.0	515.1376419067383
8	38134.625	832.0419	39685.97	36480.258	24.0	1758.0194	17743.16	9777.285	39661.41	1980.7534	3240	-3.6756198e-08	18917862.0	-0.044586487	-4046715.0	-0.60224444	0.079177864	0.3638889	5.0	577.7177670001984
9	38209.598	1038.793	39781.18	36257.977	24.0	1779.5143	17397.332	9823.349	41553.375	1963.2886	3600	2.6159816e-08	20327024.0	-0.09016126	-5143591.0	-0.6034062	0.07599339	0.5277778	24.0	646.0368409156799
10	38227.184	1161.7927	40091.875	35805.64	24.0	1777.276	19220.902	9498.262	37162.62	2881.2026	3960	-2.4421347e-08	12587928.0	-0.12814249	-2429778.0	-0.6040431	0.07786958	0.64166665	64.0	708.5817680358887
11	38086.16	919.3021	39256.496	36757.49	24.0	1788.2656	16522.09	9398.249	37318.12	2128.3708	4320	4.072984e-08	15810866.0	-0.04901762	-5753988.0	-0.63566154	0.07620861	0.475	4.0	769.8085918426514
