Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	OPF	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
0	37768.824	972.8833	39211.645	36397.758	24.0	1787.994	-0.3031506	0.10361103	-0.15121187	-0.52778816	240	-14782.752	424237250.0	-2628.3887	-45696064.0	-0.58106154	-0.23801412	0.75416666	79.0	46.70400404930115
1	37992.758	835.79205	39108.582	36157.984	24.0	1793.5482	1492.7289	624.03674	3103.9253	740.074	480	-13789.491	380052400.0	-2607.6514	-217176080.0	-0.6096398	-0.28530738	0.775	79.0	94.77018809318542
2	37994.68	923.5157	39695.535	36414.29	24.0	1792.4597	15311.295	6131.1304	30659.916	8073.6533	720	-3758.4985	159012240.0	-1327.793	-24301408.0	-0.6400006	0.07668407	0.65	15.0	136.5907130241394
3	37712.523	1341.624	39130.86	34926.234	24.0	1763.8531	17204.576	5227.6562	31697.32	9713.358	960	-2234.0676	135628020.0	-796.2007	-32945720.0	-0.6410912	0.087659545	0.48333332	6.0	179.8174159526825
4	37471.082	582.0801	38697.81	36613.832	24.0	1734.3108	16858.777	4394.5757	25642.918	9089.788	1200	-2280.6326	110560900.0	-474.91382	-41430376.0	-0.64253813	0.07918739	0.3875	3.0	220.51084995269775
5	37064.11	400.51953	37970.387	36642.926	24.0	1706.4781	17891.05	4102.907	27694.184	8298.331	1440	-1074.7207	61976388.0	-324.31445	-36742744.0	-0.64347374	0.07689974	0.5083333	4.0	261.6041440963745
6	37159.02	602.4704	38495.168	36198.895	24.0	1727.7578	17355.967	7079.4565	33516.53	4020.5632	1680	-934.5079	30003384.0	-276.61664	-11603018.0	-0.64470005	0.07719981	0.5125	11.0	302.98216915130615
7	37204.32	521.67896	38488.836	36608.13	24.0	1727.4475	17948.043	8962.993	38922.273	2772.1028	1920	-194.7924	19118936.0	-266.22333	-6462902.0	-0.64619166	0.0834521	0.45	10.0	345.40302991867065
8	37090.01	930.75446	38760.066	35821.79	24.0	1752.6583	17556.637	9389.643	39240.46	2246.584	2160	-323.7341	13961370.0	-458.98294	-3358897.0	-0.64664817	0.04013251	0.7083333	79.0	393.8404631614685
9	37403.496	827.5306	38546.484	36046.066	24.0	1780.9897	16346.5625	9306.184	41126.21	1891.9493	2400	-1397.5261	18821480.0	-511.30554	-6442166.0	-0.6595225	-0.011545624	0.69166666	79.0	438.60853815078735
10	37278.633	999.3552	38781.96	35055.5	24.0	1764.9963	18639.73	9541.275	39461.703	2173.4263	2640	458.79733	8801665.0	-129.79105	-2240874.0	-0.6667659	0.08232678	0.38333333	6.0	485.5460879802704
11	37517.77	1093.5295	38750.027	35279.168	24.0	1779.5383	17689.03	9900.572	40042.758	1595.8292	2880	-338.94864	12711296.0	-421.26315	-2022012.0	-0.6675263	0.05274586	0.6875	79.0	531.3600330352783
12	37197.0	691.32306	38426.285	36081.11	24.0	1751.762	17722.414	8920.756	35498.58	1873.1993	3120	-295.17242	12359459.0	-460.44617	-1963733.0	-0.6755598	0.013884285	0.75416666	79.0	577.0180079936981
13	37642.785	828.52106	39043.15	36440.81	24.0	1784.8246	16888.26	9634.71	36660.84	2047.8323	3360	-1006.49664	15168466.0	-483.43048	-3208873.0	-0.6888357	0.041118402	0.775	79.0	622.9941079616547
14	36636.086	1046.7593	38081.973	34679.793	24.0	1724.3445	19834.182	9387.276	37743.69	2362.9182	3600	1570.2933	17568092.0	-106.04907	-8410290.0	-0.7022419	0.075221755	0.3	1.0	668.4067180156708
15	36900.727	687.32153	37977.21	36017.984	24.0	1731.9532	17194.764	9125.835	36445.4	1706.3397	3840	-495.5816	9356083.0	-441.63007	-2021219.0	-0.7023661	0.056715306	0.82916665	79.0	714.6601550579071
16	37479.03	548.7308	38240.816	36751.465	24.0	1772.1649	17187.83	9871.373	37681.94	1071.0299	4080	-653.5584	11016905.0	-445.05243	-3180077.5	-0.71542126	-0.03864274	0.85833335	79.0	760.8826198577881
17	37488.07	555.6823	38422.7	36542.797	24.0	1782.3336	16801.088	9535.523	35452.676	732.27264	4320	-1025.1116	15062335.0	-158.995	-2938026.0	-0.73108184	0.079067126	0.6041667	3.0	806.5027520656586
18	37649.676	553.93225	38447.234	36691.383	24.0	1789.4467	16901.018	9060.266	38510.91	3211.582	4560	-1025.7301	12332233.0	-195.85498	-4053860.5	-0.7312983	0.07870634	0.5416667	7.0	852.2912740707397
19	37368.082	869.59106	38272.492	35869.832	24.0	1801.1206	17781.908	10111.428	40407.465	2745.1567	4800	-86.054695	11557204.0	-112.36149	-3192071.5	-0.73140585	0.10067204	0.40416667	2.0	898.5241630077362
20	37506.797	742.70996	38556.453	35981.023	24.0	1764.8922	18936.63	9540.702	39831.08	2708.0776	5040	616.0189	15663378.0	-199.95645	-7011369.0	-0.7316748	0.109347306	0.5875	4.0	943.8384659290314
21	37104.85	825.36865	38029.02	35549.496	24.0	1740.1234	17660.348	9150.614	35936.53	1923.2102	5280	-170.87296	7490970.0	-146.59967	-1734468.0	-0.7315294	0.084324166	0.5208333	4.0	989.9440381526947
22	37265.9	601.9207	38204.434	36556.188	24.0	1733.4216	17395.496	9055.864	36658.67	1670.2009	5520	-441.51205	4733001.0	-119.775665	-1486328.8	-0.7307768	0.08026864	0.5541667	5.0	1035.859675168991
23	37806.75	797.91644	38802.543	36138.035	24.0	1762.8754	17188.451	9913.674	38036.746	1753.2411	5760	-706.71906	8822949.0	-347.42487	-2153691.0	-0.7300905	0.006517669	0.7375	79.0	1082.063402891159
24	37356.742	643.57385	38311.277	36360.055	24.0	1750.973	18239.709	9337.032	38629.625	2045.0085	6000	177.64754	6829913.0	-94.919334	-1957801.5	-0.75015426	0.08569776	0.4375	3.0	1127.074980020523
25	37400.492	979.05505	39455.17	36395.56	24.0	1736.4503	18326.115	9535.693	37603.324	1946.8971	6240	246.00255	7696114.5	-172.2099	-4001644.8	-0.7504458	0.08354933	0.5	4.0	1169.0256750583649
26	37877.355	931.5694	39602.656	36523.633	24.0	1792.8333	16412.225	9865.349	37009.418	1928.758	6480	-1340.694	13504666.0	-194.46216	-6779177.5	-0.7506781	0.09194302	0.625	7.0	1212.317211151123
27	37819.688	848.1289	38809.0	36272.88	24.0	1801.3722	17536.531	9863.879	38263.04	1836.0674	6720	-491.28134	12852793.0	-80.67233	-4762084.0	-0.7517677	0.0828433	0.5125	2.0	1253.5419421195984
28	37266.34	772.6965	38585.773	35975.004	24.0	1740.268	19106.705	9252.711	39816.625	1463.2874	6960	779.0704	13036031.0	-82.14386	-8106642.5	-0.7521522	0.09947249	0.62083334	3.0	1296.5975139141083
29	37921.523	700.6927	38941.418	36241.793	24.0	1774.77	18063.977	9651.317	37225.01	2005.7518	7200	-194.16243	7198949.5	-62.593735	-1844633.0	-0.75231785	0.11254637	0.6125	3.0	1341.3096570968628
30	38172.883	868.213	39646.926	36877.656	24.0	1781.1105	16925.727	9464.147	36268.17	2065.0486	7440	-1170.8049	12365900.0	-37.05493	-4833941.0	-0.7523305	0.12367043	0.56666666	2.0	1386.08065199852
31	37793.992	787.7733	38861.566	36198.902	24.0	1741.3038	18823.254	9597.792	38749.41	2349.7349	7680	395.45624	7306701.0	-66.55905	-3788507.5	-0.752331	0.08647164	0.44166666	2.0	1429.7540550231934
32	37391.56	925.861	38686.453	35554.387	24.0	1749.5062	17405.217	9293.372	35214.76	1652.915	7920	-566.87976	6467608.0	-91.450195	-2023493.5	-0.7523847	0.07543217	0.52916664	7.0	1473.1995749473572
33	37787.23	1028.3616	39700.266	36594.664	24.0	1765.8552	18681.729	9742.169	38043.48	2461.6235	8160	305.13873	4934383.5	-89.315445	-1722815.0	-0.75283545	0.07750423	0.44166666	3.0	1516.148514032364
34	37984.848	787.5131	39547.523	36590.49	24.0	1791.735	17806.195	10035.491	37544.258	1594.6454	8400	-399.0529	7898206.0	-181.03427	-2513313.0	-0.75319225	0.078284524	0.4875	9.0	1559.9722859859467
35	37915.645	950.3692	40388.367	36934.152	24.0	1768.2445	18246.012	9340.34	36918.254	1765.4216	8640	-84.92387	4912210.5	-118.44805	-1867569.5	-0.75406104	0.08792173	0.5125	5.0	1606.7844460010529
36	37828.76	693.24976	39040.227	36587.387	24.0	1735.5203	18197.605	9532.369	37625.105	1281.6064	8880	-112.86883	5382521.5	-108.79742	-2467121.5	-0.7543065	0.10289378	0.5708333	4.0	5834.374433040619
37	38401.055	1052.7039	41244.51	37107.945	24.0	1823.032	16456.441	9598.712	35446.49	2372.4465	9120	-1645.0131	12497077.0	-402.35718	-8530241.0	-0.75429416	-0.060815435	0.7916667	79.0	7995.481448888779
38	37698.42	754.8844	38760.633	36367.992	24.0	1763.1781	19948.742	10101.159	41479.54	1719.1422	9360	1283.9042	9642147.0	-104.37158	-5749240.0	-0.7778067	0.0878071	0.475	2.0	14970.591830015182
39	37590.65	725.2845	38701.223	36176.41	24.0	1733.0507	17528.865	9059.68	37034.984	1543.2343	9600	-607.0331	7188515.0	-324.36157	-3913431.0	-0.778127	-0.0010525614	0.68333334	79.0	15010.738680124283
40	38123.727	1159.4637	40510.68	36367.754	24.0	1766.8761	18000.895	9545.566	37077.51	2393.3923	9840	-351.8017	4705896.0	-271.2414	-1105333.8	-0.7899359	0.010538298	0.7375	79.0	15047.219017982483
41	37610.062	662.7931	38545.14	36459.02	24.0	1726.0671	18391.523	9423.246	37637.46	1575.517	10080	130.42274	3298488.2	-129.4026	-1111446.5	-0.79862267	0.09324103	0.575	6.0	15083.20677614212
42	37942.258	1320.6439	40590.445	36500.973	24.0	1779.7301	17511.924	9764.327	38212.887	2099.3857	10320	-663.5854	8906087.0	-179.47845	-5987330.0	-0.799336	0.08572031	0.5541667	11.0	15119.151630163193
43	38319.758	1245.1565	40539.59	36433.965	24.0	1794.5377	18813.611	9831.656	38511.273	1902.4442	10560	149.36417	5344683.0	-129.84421	-1893962.0	-0.80017835	0.07951887	0.47916666	6.0	15155.013344049454
