Epoch	AverageEpRet	StdEpRet	MaxEpRet	MinEpRet	EpLen	OPF	AverageVVals	StdVVals	MaxVVals	MinVVals	TotalEnvInteracts	LossPi	LossV	DeltaLossPi	DeltaLossV	Entropy	KL	ClipFrac	StopIter	Time
13	37539.938	1207.5474	39981.543	35629.574	24.0	1750.892	17275.064	9494.22	39098.18	186.31348	5040	2.5497542e-08	11368448.0	-0.051094797	-2911714.0	-0.58732736	0.08925544	0.5777778	9.0	859.1004877090454
14	37763.164	1602.9138	39619.52	34265.89	24.0	1769.349	17670.334	9395.48	38472.902	833.4207	5400	5.1988497e-08	14409382.0	-0.057737708	-3379840.0	-0.5867048	0.078728676	0.43333334	6.0	918.0906076431274
15	37278.133	1345.2733	39714.383	35461.566	24.0	1741.51	18548.111	9221.058	38418.832	2190.4954	5760	3.8308404e-08	9612915.0	-0.018266678	-1287242.0	-0.58558446	0.08009768	0.46944445	2.0	990.1502478122711
16	37572.11	1079.4302	39497.254	35939.637	24.0	1726.1	18273.434	9261.624	37545.312	432.2467	6120	-2.6490953e-08	9389495.0	-0.108843654	-2831192.5	-0.5853347	0.076470084	0.61388886	40.0	4951.739365816116
17	37561.695	1381.522	39351.023	34681.34	24.0	1743.2373	17232.578	9372.045	36994.715	699.6744	6480	-1.9288725e-08	11482878.0	-0.062832706	-2945737.0	-0.58252066	0.085476466	0.51666665	10.0	19481.859115839005
18	38170.52	964.56445	39928.51	36733.04	24.0	1764.102	17454.854	10046.026	40049.08	217.03127	6840	9.934107e-08	12352040.0	-0.063563496	-2506943.0	-0.5842385	0.075087465	0.55833334	10.0	33449.80557370186
19	37919.94	1117.6271	40065.406	36361.336	24.0	1753.2701	18450.42	9094.322	38499.816	1708.6505	7200	-2.2848447e-08	10444134.0	-0.09535587	-1743817.0	-0.584133	0.0755479	0.5361111	25.0	33578.607593774796
20	38204.758	864.19653	39777.535	36724.85	24.0	1743.4889	18260.342	9821.751	40542.055	1067.1375	7560	-1.4073319e-09	10602884.0	-0.13404734	-1734374.0	-0.58687615	0.055021863	0.70555556	79.0	33710.928617954254
21	37981.54	1319.2642	40544.69	35904.8	24.0	1739.9528	18411.652	9412.681	38867.938	1788.1066	7920	6.3743855e-08	7104682.5	-0.043447997	-1019219.5	-0.60895026	0.076551095	0.41944444	5.0	33841.75168275833
22	38422.516	922.7042	40667.1	37402.004	24.0	1754.645	17521.469	9682.195	38776.938	1066.0782	8280	6.788307e-09	8191060.5	-0.017680729	-2110492.5	-0.6109618	0.09411141	0.53333336	2.0	33974.21721577644
23	38455.15	1383.4568	40417.605	35502.902	24.0	1760.1538	17888.436	9581.962	39118.62	746.4646	8640	-3.1582182e-08	13109830.0	-0.04969443	-2679930.0	-0.6120137	0.0843464	0.55277777	6.0	34106.88487076759
24	38568.375	1173.6187	40243.1	36601.863	24.0	1776.115	17727.334	9991.9795	43276.777	1017.53705	9000	1.5729004e-09	11765249.0	-0.043977138	-1946433.0	-0.6142242	0.08086662	0.44722223	5.0	34251.2603828907
25	38843.973	1168.403	40535.04	36841.42	24.0	1786.6132	18232.4	9575.581	40740.832	1671.3164	9360	-2.3179584e-08	9289753.0	-0.025119722	-1452396.0	-0.6150469	0.09131704	0.47777778	3.0	34384.492414951324
26	38898.965	1355.9353	40612.86	35871.574	24.0	1779.5371	18561.998	9955.547	40199.53	1201.8217	9720	4.4372346e-08	10366690.0	-0.026685037	-2151741.0	-0.6148526	0.08785528	0.48055556	4.0	34547.55057096481
27	38529.105	1197.0255	40623.36	36925.426	24.0	1767.995	19026.58	10049.88	41848.56	1384.7747	10080	-1.6474061e-08	10457242.0	-0.07317572	-5187081.5	-0.6144541	0.077778146	0.5	12.0	34709.784752845764
28	38031.645	1135.629	39996.188	35485.39	24.0	1742.9962	18900.873	9615.445	43982.03	866.5637	10440	-1.6391278e-08	12392912.0	-0.0813027	-2266340.0	-0.6146803	0.08192526	0.525	13.0	34875.96815085411
29	38784.766	1383.9243	40800.348	36507.92	24.0	1770.4375	17296.258	9840.429	37344.23	139.55519	10800	3.6300886e-08	14541743.0	-0.065775484	-4690446.0	-0.6145316	0.08435076	0.5138889	9.0	35524.73785376549
30	38887.01	1322.0999	40866.766	36444.57	24.0	1762.5975	19387.967	9597.299	38660.355	2391.4932	11160	4.30478e-09	8137859.5	-0.027235221	-2426635.5	-0.6135684	0.07927626	0.5277778	3.0	36532.42343664169
31	39009.414	1414.2162	41178.773	37343.344	24.0	1770.7065	18166.998	9786.781	38568.32	2008.223	11520	4.9008264e-08	8441643.0	-0.036687497	-1578726.5	-0.6136476	0.08745267	0.49166667	4.0	37278.75168776512
32	38914.34	1035.9609	40753.383	37754.395	24.0	1753.2754	19186.936	9581.754	40494.7	1746.9385	11880	-1.0099676e-08	7446974.0	-0.032830995	-2436162.0	-0.614362	0.08049548	0.45833334	4.0	37408.58391070366
33	39186.67	1221.3729	41207.824	37958.746	24.0	1765.1604	18330.383	9689.271	40448.406	1335.4526	12240	1.05963815e-08	5270423.5	-0.12881498	-1532992.5	-0.6154867	0.061979443	0.6805556	79.0	37541.40893268585
34	39528.66	1096.0083	41209.203	37794.027	24.0	1796.7969	18040.475	10457.701	40530.477	1008.1864	12600	-5.794896e-09	10512678.0	-0.050420668	-3045278.0	-0.6132425	0.07529839	0.43888888	6.0	37674.32947087288
35	39091.562	1307.6016	40905.207	37163.066	24.0	1768.4111	18777.94	9291.472	38340.754	2230.0737	12960	-6.2916015e-09	7924937.0	-0.08437231	-2183764.5	-0.6144073	0.079099305	0.51944447	13.0	37808.736162662506
36	38987.8	1143.592	40889.082	37454.594	24.0	1784.0094	18777.541	9809.816	38841.855	2039.0557	13320	1.7053551e-08	6318754.0	-0.048342656	-2088080.0	-0.6195216	0.07759223	0.44444445	8.0	37943.11444568634
37	39002.035	1258.1466	40820.438	36773.637	24.0	1767.3174	18703.844	9715.786	41342.836	2396.571	13680	4.172325e-08	7368879.5	-0.091332786	-2673693.5	-0.6210003	0.07796411	0.51111114	16.0	38110.35152101517
38	38855.465	1101.9398	41086.184	37649.2	24.0	1758.7911	18801.176	9669.23	38567.21	1995.1727	14040	2.3345153e-08	5501204.5	-0.02371143	-2544118.0	-0.62235886	0.08026976	0.49166667	3.0	38281.87768483162
39	39424.973	1369.2194	41019.113	37307.87	24.0	1784.9119	19747.176	9772.653	39143.484	1787.3281	14400	-8.526776e-09	7221971.0	-0.028934537	-3571534.8	-0.62324613	0.09966622	0.5083333	3.0	38689.105103731155
40	39134.508	1436.6976	40849.867	36982.13	24.0	1771.1888	18102.303	10069.052	39404.426	1492.8995	14760	-5.5465432e-09	7539831.0	-0.045463655	-3835064.0	-0.6238813	0.08423293	0.51111114	6.0	39695.28350687027
41	39582.453	1495.1284	41689.516	37697.57	24.0	1791.4436	18501.125	9594.096	36183.0	1869.8423	15120	2.1855037e-08	4481369.0	-0.062673286	-2259125.0	-0.62419784	0.07856642	0.53055555	8.0	40461.26251268387
42	38741.0	1416.3112	41706.684	37046.152	24.0	1758.6024	19005.22	9836.156	37570.586	1228.954	15480	6.6227385e-10	3753881.5	-0.05043827	-1662887.9	-0.62532014	0.079734884	0.42222223	6.0	40595.13796877861
43	38498.633	1153.483	40707.645	36647.105	24.0	1739.602	18683.676	9660.552	38305.3	1638.3663	15840	-2.6842786e-08	1980581.1	-0.082639985	-851664.4	-0.62577903	0.079570524	0.5222222	12.0	40726.242409944534
44	38374.926	1406.2272	40991.492	35828.812	24.0	1732.7792	18588.305	9498.534	36465.223	2248.596	16200	-1.821253e-08	1981613.5	-0.030779915	-715708.1	-0.6250424	0.08332692	0.475	2.0	40858.37741279602
45	39469.773	1274.0299	41374.734	37682.652	24.0	1777.2042	18352.414	9680.564	35472.1	1623.8958	16560	-3.5100513e-08	2378299.5	-0.053241525	-1333466.2	-0.6251283	0.07904731	0.43055555	4.0	40991.915529966354
46	38716.543	1155.1674	41280.703	37011.016	24.0	1773.4795	18588.215	9822.215	36786.496	1569.4558	16920	-4.0046872e-09	1786604.8	-0.010627219	-905446.06	-0.62636477	0.07893167	0.5638889	2.0	41129.63295483589
47	38627.41	1482.8661	41586.227	36463.355	24.0	1748.7468	18951.223	9555.15	36366.535	1418.6304	17280	-2.582868e-08	2068286.0	-0.009525788	-1094401.6	-0.62676406	0.10677643	0.51666665	2.0	42605.62400364876
48	39211.383	1398.1343	41348.55	36649.777	24.0	1780.6874	18734.732	9468.495	35433.82	1340.6355	17640	5.0995084e-08	1402403.9	-0.008766635	-583806.9	-0.62693846	0.13483769	0.6027778	2.0	43634.83267092705
49	38391.69	1561.4773	41753.613	35555.66	24.0	1732.3055	18599.625	9712.432	36338.28	1466.2675	18000	-3.4769375e-08	1660674.1	-0.06044565	-726736.8	-0.6272463	0.081627786	0.48333332	9.0	43764.828246831894
50	39345.227	1990.7225	41802.613	35880.848	24.0	1775.2762	18610.703	9464.936	36186.242	1871.6001	18360	-5.2981908e-09	1492993.8	-0.05455201	-659614.0	-0.6279075	0.09114727	0.43055555	7.0	43896.4831597805
51	40029.977	1684.3132	41972.605	37562.41	24.0	1788.2935	19163.686	9765.35	36420.133	1598.9803	18720	5.265077e-08	1241281.1	-0.012146288	-491448.7	-0.62841785	0.13781473	0.60555553	2.0	44027.676607847214
52	39800.387	1750.9216	42205.184	37589.92	24.0	1769.4576	19485.494	10129.656	37435.81	2019.5054	19080	-1.6267101e-08	1483522.2	-0.11728519	-800963.7	-0.62858576	0.075503565	0.5638889	38.0	44162.13285565376
53	40300.395	1615.0043	42236.086	37566.113	24.0	1787.535	19227.113	9940.359	37278.508	1410.1461	19440	-2.1523899e-08	1076293.4	-0.05596516	-423035.75	-0.6415061	0.08413724	0.46666667	6.0	44295.64459967613
54	39233.02	1141.1492	41357.523	37147.87	24.0	1738.7047	19199.744	10031.764	36926.855	1763.993	19800	-3.576279e-08	948719.4	-0.02818111	-441302.53	-0.6429655	0.088176094	0.525	4.0	44437.07616376877
55	39376.465	1445.3982	42621.137	37462.215	24.0	1750.2958	18822.354	9738.756	36341.254	2057.6409	20160	4.0398703e-08	763415.1	-0.062450483	-380932.3	-0.6434964	0.078237206	0.5388889	10.0	44621.45774888992
56	39297.117	1141.707	41666.38	37276.78	24.0	1750.7937	19034.408	9550.641	36146.92	1840.1034	20520	-4.3378936e-08	841072.6	-0.06346251	-329015.44	-0.6475267	0.07986832	0.49722221	10.0	45170.64306092262
57	39118.215	1627.1879	42750.36	37094.836	24.0	1736.2118	19017.002	9847.136	36448.594	2266.8088	20880	2.7649932e-08	1090885.5	-0.056879092	-437600.3	-0.6530723	0.07730732	0.49166667	7.0	46045.988662958145
58	39620.832	1524.5916	41829.33	36478.793	24.0	1767.2913	18744.514	9631.964	36450.254	1620.0002	21240	-5.910794e-08	931874.1	-0.041300464	-402260.7	-0.65561056	0.077864975	0.49444443	6.0	46788.01122093201
59	39297.266	1293.5237	42786.58	38025.535	24.0	1734.2556	19284.824	9824.705	36628.492	2227.5706	21600	7.144279e-08	682442.1	-0.1290351	-323740.72	-0.6574334	0.0396874	0.70555556	79.0	46918.03160381317
60	39708.92	1657.7931	42438.273	37682.195	24.0	1756.5503	19011.861	9785.63	37121.297	1851.2051	21960	1.8874804e-08	872150.7	-0.052383777	-216826.62	-0.6573603	0.07669444	0.5833333	6.0	47050.39593863487
61	39682.32	1581.9454	42465.15	37350.957	24.0	1759.8038	18993.137	9772.438	36357.688	2169.789	22320	4.851156e-08	707259.1	-0.06646372	-196282.38	-0.65838397	0.08023064	0.5388889	9.0	47182.45846772194
62	39600.273	1312.6833	41767.918	37968.89	24.0	1758.9409	19198.066	9860.664	36774.19	2038.863	22680	2.3841858e-08	604755.56	-0.04376173	-195941.0	-0.66308624	0.08364361	0.49444443	6.0	47315.43778181076
63	40092.688	1411.1235	41982.387	36970.996	24.0	1781.9545	19361.365	9882.799	36775.016	2013.3762	23040	-1.5232299e-08	606412.0	-0.037732076	-194586.84	-0.6654891	0.090914026	0.44444445	5.0	47451.033586740494
64	39944.82	1107.6128	41965.812	38458.664	24.0	1762.2069	19239.22	10047.648	37142.996	2057.2842	23400	3.3113692e-10	462788.53	-0.12906882	-160841.25	-0.66677207	0.011856271	0.7277778	79.0	48433.7714138031
65	39704.434	1065.5148	41541.06	38221.07	24.0	1763.7203	19278.719	9927.5	37197.336	2064.1758	23760	-3.5100513e-08	292531.12	-0.113913015	-102637.484	-0.6834994	0.08563186	0.6166667	25.0	62900.016439676285
66	39122.37	1072.8828	42174.09	38033.598	24.0	1730.0854	19443.564	9907.333	36753.797	1888.4016	24120	-7.2518986e-08	1017887.6	-0.08587544	-601626.9	-0.6869987	0.07830206	0.49722221	13.0	63041.48284077644
67	39117.36	960.8981	41233.125	37706.7	24.0	1725.4434	18862.562	9615.623	35735.89	2262.6743	24480	2.6490953e-08	477279.38	-0.03901813	-128204.06	-0.693769	0.08415524	0.43611112	3.0	63171.57487988472
68	39582.35	1284.555	42042.598	38308.086	24.0	1751.1052	18926.047	9726.904	35988.07	2046.0337	24840	4.8677126e-08	728040.9	-0.047887836	-316767.3	-0.6950741	0.089996256	0.50555557	5.0	63302.40038871765
69	39803.21	1375.3087	42042.062	38212.902	24.0	1760.8809	19226.91	9744.343	36929.723	1999.3962	25200	-2.4504132e-08	717772.9	-0.051031623	-349566.47	-0.69674826	0.08092609	0.5083333	7.0	63435.384618997574
70	39630.414	1438.8159	41947.32	37220.234	24.0	1751.2444	19335.76	9878.66	36024.902	1967.5171	25560	-6.328078e-08	862038.4	-0.12905425	-310866.94	-0.6985965	0.049868964	0.7722222	79.0	63574.61767601967
71	39924.086	1373.9502	41905.57	37988.22	24.0	1764.551	19209.879	9917.882	36434.598	1860.8077	25920	-3.443824e-08	661793.8	-0.054391492	-213746.75	-0.71656793	0.07976575	0.4861111	7.0	63710.08206796646
72	39825.277	1497.0787	42180.254	37608.266	24.0	1766.6101	19477.959	10030.177	37844.516	1958.6735	26280	3.4231277e-08	699281.8	-0.071224086	-198567.5	-0.71621096	0.08144106	0.5083333	9.0	63865.39568376541
73	39354.195	1041.0618	41556.473	38149.8	24.0	1734.8733	19024.17	9773.705	36184.484	2126.773	26640	1.606014e-08	420478.1	-0.07636468	-139705.9	-0.7159336	0.08463494	0.6	10.0	64036.749364852905
74	39618.39	1591.2042	42463.418	37399.95	24.0	1751.0667	19141.678	9771.715	36049.035	2158.8892	27000	-9.934108e-09	633911.0	-0.056980487	-293787.8	-0.7158655	0.08005048	0.54444444	8.0	76253.7444369793
75	39871.465	1379.6718	41913.29	38183.984	24.0	1772.4457	19085.766	9846.139	37213.582	1522.9442	27360	-4.967054e-09	773084.8	-0.046833787	-387244.1	-0.71534884	0.08125556	0.49444443	5.0	76385.85141563416
76	39858.96	1524.2878	42322.242	38132.008	24.0	1761.4441	19211.29	9890.273	36814.89	2039.2642	27720	-1.4570024e-08	809277.06	-0.03873641	-269185.2	-0.7151854	0.0761726	0.50277776	3.0	76515.66938281059
77	39985.812	1574.565	42441.19	37785.055	24.0	1756.1278	19102.973	9968.108	36674.04	1687.141	28080	3.6093923e-08	754652.6	-0.043607928	-180537.19	-0.7153595	0.07609795	0.4888889	6.0	76647.63812971115
78	39956.984	1490.704	42524.383	38412.516	24.0	1772.8857	19316.166	9892.172	36630.727	2065.6755	28440	-3.013346e-08	529705.56	-0.051919557	-110211.69	-0.7144535	0.07847197	0.5361111	7.0	76780.39232873917
79	39454.277	1115.0371	42356.098	38115.695	24.0	1744.4996	19168.959	9952.798	37292.867	1855.1915	28800	-5.1326223e-09	360050.56	-0.07283629	-126043.984	-0.716106	0.0756674	0.5083333	12.0	76918.04719376564
